Student_id, score
N00001640, 92
N00001640, 61
N00001640, 75
N00001640, 82
N00001640, 64
N00001640, 87
N00001640, 77
N00001640, 76
N00001640, 86
N00001640, 91
N00001640, 83
N00001640, 70
N00001640, 63
N00001640, 81
N00001640, 68
N00001640, 81
N00001640, 66
N00001640, 79
N00001640, 68
N00001640, 71
N00001640, 55
N00001640, 78
N00001640, 82
N00001640, 67
N00001640, 92
N00001640, 82
N00001640, 77
N00001640, 65
N00001640, 88
N00001640, 69
N00001640, 78
N00001640, 73
N00001640, 100
N00001640, 82
N00001640, 81
N00001640, 74
N00001640, 83
N00001640, 76
N00001640, 79
N00001640, 90
N00001640, 85
N00001640, 74
N00001640, 82
N00001640, 82
N00001640, 77
N00001640, 82
N00001640, 81
N00001640, 87
N00001640, 80
N00001640, 87
N00001640, 60
N00001640, 78
N00001640, 79
N00001640, 71
N00001640, 82
N00001640, 85
N00001640, 69
N00001640, 67
N00001640, 77
N00001640, 81
N00001640, 68
N00001640, 79
N00001640, 73
N00001640, 81
N00001640, 91
N00001640, 56
N00001640, 87
N00001640, 90
N00001640, 73
N00001640, 86
N00001640, 85
N00001640, 66
N00001640, 73
N00001640, 88
N00001640, 73
N00001640, 74
N00001640, 82
N00001640, 81
N00001640, 65
N00001640, 79
N00001640, 78
N00001640, 78
N00001640, 92
N00001640, 74
N00001640, 77
N00001640, 80
N00001640, 86
N00001640, 80
N00001640, 96
N00001640, 59
N00001640, 87
N00001640, 73
N00001640, 67
N00001640, 60
N00001640, 65
N00001640, 74
N00001640, 82
N00001640, 78
N00001640, 68
N00001640, 86
N00001640, 73
N00001640, 66
N00001640, 77
N00001640, 67
N00001640, 91
N00001640, 83
N00001640, 75
N00001640, 68
N00001640, 87
N00001640, 69
N00001640, 72
N00001640, 76
N00001640, 40
N00001640, 77
N00001640, 70
N00001640, 72
N00001640, 77
N00001640, 66
N00001640, 82
N00001640, 59
N00001640, 73
N00001640, 86
N00001640, 73
N00001640, 83
N00001640, 90
N00001640, 60
N00001640, 69
N00001640, 72
N00001640, 77
N00001640, 68
N00001640, 86
N00001640, 80
N00001640, 69
N00001640, 82
N00001640, 73
N00001640, 90
N00001640, 83
N00001640, 87
N00001640, 53
N00001640, 67
N00001640, 85
N00001640, 63
N00001640, 72
N00001640, 66
N00001640, 78
N00001640, 86
N00001640, 73
N00001640, 73
N00001640, 82
N00001640, 73
N00001640, 68
N00001640, 73
N00001640, 66
N00001640, 74
N00001640, 82
N00001640, 64
N00001640, 77
N00001640, 67
N00001640, 76
N00001640, 63
N00001640, 84
N00001640, 82
N00001640, 68
N00001640, 82
N00001640, 68
N00001640, 87
N00001640, 79
N00001640, 82
N00001640, 90
N00001640, 83
N00001640, 78
N00001640, 77
N00001640, 83
N00001640, 67
N00001640, 69
N00001640, 73
N00001640, 82
N00001640, 82
N00001640, 81
N00001640, 82
N00001640, 78
N00001640, 76
N00001640, 64
N00001640, 71
N00001640, 73
N00001640, 72
N00001640, 84
N00001640, 76
N00001640, 73
N00001640, 64
N00001640, 71
N00001640, 69
N00001640, 75
N00001640, 72
N00001640, 86
N00001640, 86
N00001640, 73
N00001640, 82
N00001640, 72
N00001640, 87
N00001640, 79
N00001640, 67
N00001640, 67
N00001640, 81
N00001640, 69
N00001640, 70
N00001640, 91
N00001640, 77
N00001640, 72
N00001640, 76
N00001640, 83
N00001640, 82
N00001640, 80
N00001640, 83
N00001640, 78
N00001640, 82
N00001640, 87
N00001640, 74
N00001640, 70
N00001640, 96
N00001640, 74
N00001640, 70
N00001640, 63
N00001640, 74
N00001640, 75
N00001640, 83
N00001640, 73
N00001640, 88
N00001640, 69
N00001640, 78
N00001640, 56
N00001640, 74
N00001640, 82
N00001640, 61
N00001640, 77
N00001640, 63
N00001640, 92
N00001640, 88
N00001640, 72
N00001640, 76
N00001640, 79
N00001640, 78
N00001640, 86
N00001640, 80
N00001640, 77
N00001640, 61
N00001640, 84
N00001640, 77
N00001640, 66
N00001640, 77
N00001640, 66
N00001640, 81
N00001640, 81
N00001640, 95
N00001640, 91
N00001640, 81
N00001640, 83
N00001640, 75
N00001640, 78
N00001640, 78
N00001640, 77
N00001640, 68
N00001640, 83
N00001640, 53
N00001640, 82
N00001640, 75
N00001640, 85
N00001640, 81
N00001640, 73
N00001640, 75
N00001640, 82
N00001640, 92
N00001640, 83
N00001640, 68
N00001640, 79
N00001640, 86
N00001640, 61
N00001640, 78
N00001640, 74
N00001640, 70
N00001640, 91
N00001640, 77
N00001640, 78
N00001640, 79
N00001640, 66
N00001640, 77
N00001640, 69
N00001640, 91
N00001640, 83
N00001640, 76
N00001640, 82
N00001640, 86
N00001640, 67
N00001640, 77
N00001640, 87
N00001640, 67
N00001640, 88
N00001640, 92
N00001640, 72
N00001640, 72
N00001640, 67
N00001640, 52
N00001640, 87
N00001640, 72
N00001640, 73
N00001640, 68
N00001640, 58
N00001640, 92
N00001640, 81
N00001640, 66
N00001640, 60
N00001640, 73
N00001640, 52
N00001640, 77
N00001640, 66
N00001640, 81
N00001640, 58
N00001640, 57
N00001640, 77
N00001640, 63
N00001640, 75
N00001640, 50
N00001640, 72
N00001640, 69
N00001640, 57
N00001640, 69
N00001640, 86
N00001640, 67
N00001640, 64
N00001640, 71
N00001640, 70
N00001640, 86
N00001640, 86
N00001640, 68
N00001640, 87
N00001640, 87
N00001640, 78
N00001640, 73
N00001640, 81
N00001640, 77
N00001640, 82
N00001640, 70
N00001640, 68
N00001640, 86
N00001640, 77
N00001640, 71
N00001640, 77
N00001640, 77
N00001640, 63
N00001640, 82
N00001640, 85
N00001640, 82
N00001640, 83
N00001640, 86
N00001640, 83
N00001640, 64
N00001640, 95
N00001640, 91
N00001640, 91
N00001640, 60
N00001640, 73
N00001640, 53
N00001640, 86
N00001640, 71
N00001640, 72
N00001640, 72
N00001640, 70
N00001640, 72
N00001640, 63
N00001640, 77
N00001640, 77
N00001640, 66
N00001640, 81
N00001640, 82
N00001640, 85
N00001640, 75
N00001640, 59
N00001640, 81
N00001640, 88
N00001640, 80
N00001640, 53
N00001640, 85
N00001640, 91
N00001640, 72
N00001640, 77
N00001640, 77
N00001640, 60
N00001640, 64
N00001640, 79
N00001640, 51
N00001640, 52
N00001640, 82
N00001640, 66
N00001640, 71
N00001640, 77
N00001640, 61
N00001640, 78
N00001640, 77
N00001640, 91
N00001640, 58
N00001640, 77
N00001640, 92
N00001640, 82
N00001640, 67
N00001640, 82
N00001640, 66
N00001640, 71
N00001640, 78
N00001640, 55
N00001640, 87
N00001640, 72
N00001640, 74
N00001640, 69
N00001640, 77
N00001640, 83
N00001640, 73
N00001640, 61
N00001640, 77
N00001640, 61
N00001640, 68
N00001640, 87
N00001640, 78
N00001640, 86
N00001640, 87
N00001640, 60
N00001640, 87
N00001640, 77
N00001640, 64
N00001640, 91
N00001640, 69
N00001640, 91
N00001640, 67
N00001640, 74
N00001640, 68
N00001640, 80
N00001640, 70
N00001640, 57
N00001640, 72
N00001640, 83
N00001640, 83
N00001640, 75
N00001640, 79
N00001640, 76
N00001640, 88
N00001640, 95
N00001640, 72
N00001640, 58
N00001640, 88
N00001640, 76
N00001640, 83
N00001640, 80
N00001640, 72
N00001640, 67
N00001640, 86
N00001640, 75
N00001640, 54
N00001640, 49
N00001640, 77
N00001640, 66
N00001640, 78
N00001640, 83
N00001640, 65
N00001640, 86
N00001640, 68
N00001640, 77
N00001640, 71
N00001640, 80
N00001640, 85
N00001640, 70
N00001640, 87
N00001640, 91
N00001640, 82
N00001640, 87
N00001640, 76
N00001640, 77
N00001640, 77
N00001640, 86
N00001640, 63
N00001640, 87
N00001640, 83
N00001640, 87
N00001640, 68
N00001640, 63
N00001640, 78
N00001640, 62
N00001640, 71
N00001640, 63
N00001640, 88
N00001640, 74
N00001640, 81
N00001640, 84
N00001640, 82
N00001640, 68
N00001640, 86
N00001640, 83
N00001640, 73
N00001640, 72
N00001640, 82
N00001640, 74
N00001640, 66
N00001640, 74
N00001640, 67
N00001640, 73
N00001640, 82
N00001640, 63
N00001640, 82
N00001640, 77
N00001640, 74
N00001640, 62
N00001640, 81
N00001640, 86
N00001640, 76
N00001640, 86
N00001640, 76
N00001640, 82
N00001640, 91
N00001640, 72
N00001640, 78
N00001640, 71
N00001640, 76
N00001640, 76
N00001640, 81
N00001640, 71
N00001640, 55
N00001640, 82
N00001640, 87
N00001640, 87
N00001640, 86
N00001640, 91
N00001640, 59
N00001640, 85
N00001640, 86
N00001640, 72
N00001640, 72
N00001640, 71
N00001640, 69
N00001640, 87
N00001640, 81
N00001640, 82
N00001640, 74
N00001640, 83
N00001640, 79
