Student_id, score
N00001941, 79
N00001941, 83
N00001941, 83
N00001941, 78
N00001941, 82
N00001941, 76
N00001941, 63
N00001941, 65
N00001941, 85
N00001941, 84
N00001941, 74
N00001941, 61
N00001941, 65
N00001941, 62
N00001941, 75
N00001941, 81
N00001941, 72
N00001941, 67
N00001941, 91
N00001941, 78
N00001941, 77
N00001941, 74
N00001941, 75
N00001941, 64
N00001941, 54
N00001941, 75
N00001941, 74
N00001941, 63
N00001941, 72
N00001941, 66
N00001941, 73
N00001941, 82
N00001941, 71
N00001941, 69
N00001941, 81
N00001941, 92
N00001941, 88
N00001941, 82
N00001941, 73
N00001941, 58
N00001941, 77
N00001941, 82
N00001941, 87
N00001941, 82
N00001941, 81
N00001941, 74
N00001941, 84
N00001941, 77
N00001941, 78
N00001941, 63
N00001941, 75
N00001941, 66
N00001941, 79
N00001941, 73
N00001941, 75
N00001941, 81
N00001941, 67
N00001941, 81
N00001941, 91
N00001941, 68
N00001941, 86
N00001941, 73
N00001941, 60
N00001941, 51
N00001941, 81
N00001941, 87
N00001941, 82
N00001941, 87
N00001941, 69
N00001941, 77
N00001941, 57
N00001941, 70
N00001941, 67
N00001941, 70
N00001941, 79
N00001941, 66
N00001941, 87
N00001941, 67
N00001941, 77
N00001941, 73
N00001941, 72
N00001941, 75
N00001941, 65
N00001941, 78
N00001941, 73
N00001941, 81
N00001941, 82
N00001941, 87
N00001941, 68
N00001941, 74
N00001941, 76
N00001941, 69
N00001941, 72
N00001941, 82
N00001941, 91
N00001941, 82
N00001941, 79
N00001941, 88
N00001941, 81
N00001941, 76
N00001941, 83
N00001941, 69
N00001941, 76
N00001941, 62
N00001941, 83
N00001941, 82
N00001941, 69
N00001941, 86
N00001941, 64
N00001941, 79
N00001941, 70
N00001941, 59
N00001941, 96
N00001941, 68
N00001941, 86
N00001941, 87
N00001941, 70
N00001941, 86
N00001941, 73
N00001941, 78
N00001941, 74
N00001941, 77
N00001941, 82
N00001941, 69
N00001941, 77
N00001941, 72
N00001941, 74
N00001941, 78
N00001941, 75
N00001941, 82
N00001941, 72
N00001941, 81
N00001941, 53
N00001941, 80
N00001941, 58
N00001941, 73
N00001941, 63
N00001941, 70
N00001941, 83
N00001941, 87
N00001941, 78
N00001941, 73
N00001941, 83
N00001941, 60
N00001941, 76
N00001941, 68
N00001941, 64
N00001941, 77
N00001941, 83
N00001941, 78
N00001941, 86
N00001941, 71
N00001941, 78
N00001941, 73
N00001941, 66
N00001941, 86
N00001941, 75
N00001941, 68
N00001941, 74
N00001941, 100
N00001941, 69
N00001941, 86
N00001941, 73
N00001941, 78
N00001941, 77
N00001941, 77
N00001941, 76
N00001941, 86
N00001941, 78
N00001941, 88
N00001941, 62
N00001941, 91
N00001941, 73
N00001941, 73
N00001941, 73
N00001941, 86
N00001941, 67
N00001941, 78
N00001941, 83
N00001941, 72
N00001941, 76
N00001941, 63
N00001941, 83
N00001941, 62
N00001941, 83
N00001941, 68
N00001941, 78
N00001941, 83
N00001941, 75
N00001941, 95
N00001941, 88
N00001941, 76
N00001941, 49
N00001941, 77
N00001941, 70
N00001941, 88
N00001941, 72
N00001941, 78
N00001941, 61
N00001941, 67
N00001941, 67
N00001941, 81
N00001941, 69
N00001941, 82
N00001941, 81
N00001941, 87
N00001941, 70
N00001941, 91
N00001941, 82
N00001941, 75
N00001941, 80
N00001941, 81
N00001941, 82
N00001941, 79
N00001941, 77
N00001941, 71
N00001941, 87
N00001941, 83
N00001941, 74
N00001941, 83
N00001941, 100
N00001941, 68
N00001941, 85
N00001941, 87
N00001941, 91
N00001941, 80
N00001941, 64
N00001941, 86
N00001941, 75
N00001941, 73
N00001941, 71
N00001941, 68
N00001941, 83
N00001941, 49
N00001941, 87
N00001941, 69
N00001941, 64
N00001941, 82
N00001941, 71
N00001941, 77
N00001941, 64
N00001941, 66
N00001941, 72
N00001941, 72
N00001941, 64
N00001941, 82
N00001941, 72
N00001941, 85
N00001941, 68
N00001941, 92
N00001941, 73
N00001941, 77
N00001941, 68
N00001941, 82
N00001941, 86
N00001941, 78
N00001941, 76
N00001941, 79
N00001941, 82
N00001941, 83
N00001941, 72
N00001941, 82
N00001941, 78
N00001941, 87
N00001941, 74
N00001941, 64
N00001941, 76
N00001941, 75
N00001941, 82
N00001941, 92
N00001941, 69
N00001941, 84
N00001941, 71
N00001941, 77
N00001941, 88
N00001941, 74
N00001941, 62
N00001941, 63
N00001941, 63
N00001941, 87
N00001941, 75
N00001941, 82
N00001941, 88
N00001941, 87
N00001941, 62
N00001941, 82
N00001941, 62
N00001941, 90
N00001941, 62
N00001941, 81
N00001941, 79
N00001941, 58
N00001941, 86
N00001941, 83
N00001941, 69
N00001941, 78
N00001941, 82
N00001941, 77
N00001941, 71
N00001941, 77
